,Tweet,Result Prediction,text_preprocessed
4297,"Yg di 2022 gagal mewujudkan mimpi, raih mimpimu di 2023. ceritakan ke kami apa msalahmu kami bantu, hubungi kami
#MenembusBatasNalarManusia
https://t.co/ptAcT8DKdT",Neutral,"['gagal', 'mewujudkan', 'mimpi', 'raih', 'mimpimu', 'ceritakan', 'msalahmu', 'bantu', 'hubungi']"
4298,"@Ryo12531391 ada tiga versi terjemahan sejauh ini yg udh terbit

gagal menjadi manusia - Mai
tertolak sebagai manusia - kakatua
orang gagal - basa basi

aku milih yg kakatua",Neutral,"['versi', 'terjemahan', 'terbit', 'gagal', 'manusia', 'tertolak', 'manusia', 'kakatua', 'orang', 'gagal', 'basa', 'basi', 'memilih', 'kakatua']"
4299,mengawali tahun 2023 dengan gagal flight ✈️,Neutral,"['mengawali', 'gagal', 'flight']"
4300,"@euodianina trial 1 bulan , kalau gagal uang ga kembali",Neutral,"['trial', 'gagal', 'uang']"
4301,"Resolusi mu jadi pribadi yg lebih baik tapi sudah sedikit gagal karena kamu masih skip subuh.

Selamat pagi.",Neutral,"['resolusi', 'mu', 'pribadi', 'gagal', 'skip', 'subuh', 'selamat', 'pagi']"
4302,"Nadila_JKT48 Jika engkau gagal pada hari ini, janganlah engkau berputus asa, karena masih ada hari besok dan seterusnya yang akan mengajakmu menjadi lebih sukses.",Neutral,"['nadilajkt', 'engkau', 'gagal', 'engkau', 'berputu', 'asa', 'besok', 'mengajakmu', 'suks']"
4303,"dah ngisi sopay 100k,tadi nya mau nukerin hasil panen 15k koin,tp pas mo beli pulsa,gagal terus..gmn nih min @ShopeeID apa efek tahun baru jd eror lagi,?😂😂",Positive,"['deh', 'ngisi', 'sopay', 'ktadi', 'nya', 'nukerin', 'hasil', 'panen', 'kointp', 'pa', 'beli', 'pulsagag', 'terusgmn', 'nih', 'min', 'efek', 'eror']"
4304,@democrazymedia Gagal total giliran bansos antri pagi sampai malam hahahaha kaum Munafik,Negative,"['gagal', 'total', 'giliran', 'banso', 'antri', 'pagi', 'malam', 'hahahaha', 'kaum', 'munafik']"
4305,"""Asli dh u kalo bikin dotae yg gemes² gaperna gagal dh vel😙😙😙 bnrn gemes bgt"" - CINTA TRIMAKASIIII 🥺🥺🥺 DOTAE EMG GEMESSS cuma kelebihan hormon aja   https://t.co/P4yJ1RkaHj",Neutral,"['asli', 'dah', 'lu', 'kalo', 'bikin', 'dota', 'gema', 'gaperna', 'gagal', 'dah', 'vel', 'benaran', 'gema', 'banget', 'cinta', 'trimakasiiii', 'dota', 'gema', 'kelebihan', 'hormon']"
4306,"Siapa yang taun kemaren gagal nonton SMtown live gara gara mata bengkak 😀☝️
Eh si doi yg bikin nangis malah anu. Ah ya sudahlah😀😀😀 aku rapopo mas https://t.co/5LMr4jYOqF",Neutral,"['kemarin', 'gagal', 'menonton', 'smtown', 'live', 'gara', 'gara', 'mata', 'bengkak', 'eh', 'sih', 'doi', 'bikin', 'menangi', 'anu', 'ah', 'ya', 'rapopo', 'ma']"
4307,"Sinyal telkomsel ini kaya ditransmisikan via cahaya matahari. Begitu cerah mayan lancar, mendung? Bah, gambar di Twitter aja gagal load.",Neutral,"['sinyal', 'telkomsel', 'kayak', 'ditransmisikan', 'via', 'cahaya', 'matahari', 'cerah', 'lumayan', 'lancar', 'mendung', 'bah', 'gambar', 'twitter', 'gagal', 'load']"
4308,@kur0mineee @tanyarlfes gagal ambis 😞💪🏻,Neutral,"['gagal', 'ambi']"
4309,"Ketika kecil, C.Ronaldo diberi julukan 'Crybaby' (cengeng). Ia selalu cengeng setiap temannya tidak memberi operan atau gagal men #follback",Neutral,"['cronaldo', 'julukan', 'crybabi', 'cengeng', 'cengeng', 'temannya', 'operan', 'gagal', 'men']"
4310,"Pengen deh suatu saat nanti orang orang yang nyari dan butuh banget buat aku kerja di tempat nya,bukan aku yang nyari nyari kerjaan dan yang selalu berkahir gagal 😕😣",Neutral,"['pengin', 'deh', 'orang', 'orang', 'mencari', 'butuh', 'banget', 'kerja', 'nyabukan', 'mencari', 'mencari', 'pekerjaan', 'berkahir', 'gagal']"
4311,"desembersamamu gagal lagi. sekarang, apa harus melewati januarintangan dulu ya?",Neutral,"['desembersamamu', 'gagal', 'melewati', 'januarintangan', 'ya']"
4312,gagal nonton smcu😭,Neutral,"['gagal', 'menonton', 'smcu']"
4313,"@shownumine U jangan begitu laa, tiap hari pake yang cracknya ni 😭😭🥲
Tapi iya sih masukin kodenya salah step gagal ful install malah ngerusak hd",Neutral,"['lu', 'pakai', 'cracknya', 'nih', 'iya', 'sih', 'memasuki', 'kodenya', 'salah', 'step', 'gagal', 'ful', 'instal', 'ngerusak', 'hd']"
4314,"@IWBTBU @jogmfs Barusan aku berhasil, dari kemarin gagal lewat web.",Neutral,"['barusan', 'berhasil', 'kemarin', 'gagal', 'web']"
4315,Buat rencana rencana yg gagal di tahun 2022 gapapa kita coba lagi di 2023 🤟🏻,Neutral,"['rencana', 'rencana', 'gagal', 'gapapa', 'coba']"
4316,@papa_loren Gagal donk Gubernur Jateng ngatasi kemiskinan di daerahnya. Lho gmn bs nyalon Presiden nih?,Neutral,"['loren', 'gagal', 'gubernur', 'jateng', 'ngatasi', 'kemiskinan', 'daerahnya', 'lho', 'nyalon', 'presiden', 'nih']"
4317,"Jatuh dan gagal sudah biasa, tetapi jatuh pada satu hati itu baru luar biasa dan itu hanya terjadi pada kamu.",Neutral,"['jatuh', 'gagal', 'jatuh', 'hati']"
4318,"Aku bukan sutradara film yng bisa ngasi beberapa kesempatan saat kamu gagal nunjukin cinta, kesabaran ku ada batasnya tau!",Neutral,"['sutradara', 'film', 'mengasih', 'kesempatan', 'gagal', 'nunjukin', 'cinta', 'kesabaran', 'ku', 'batasnya', 'tau']"
4320,"Gagal lagi Online Tweet Politik saya. 
Benar² Rezim Otoriter Rezim Jokowi? Kembali anak buahnya yg ngurus soal Informs &amp; Komunikasi mengkebiri Hak saya/ Kebebasan Rakyat mengeluarkan Pendapat yg dijamin UUD""45.
Jk begini benar² sangat pantas pula
#JokowiMundurDariJabatanPresiden",Neutral,"['gagal', 'onlin', 'tweet', 'politik', 'rezim', 'otorit', 'rezim', 'jokowi', 'anak', 'buahnya', 'menguru', 'inform', 'amp', 'komunikasi', 'mengkebiri', 'hak', 'kebebasan', 'rakyat', 'mengeluarkan', 'pendapat', 'dijamin', 'uud']"
4321,🥰🥰🥰 gagal dpt tighnari sm diluc untuk yg ke 1000000000x nya... https://t.co/wJ9dkpYhZV https://t.co/QuG9VP78AB,Neutral,"['gagal', 'tighnari', 'diluc', 'kali', 'nya']"
4322,"@Byancdur @worksfess kak, isi nusareseach itu emng lebih prefer lewat apk ya? soalnya lewat web ga pernah lolos, gagal terus",Neutral,"['kak', 'isi', 'nusareseach', 'prefer', 'apk', 'ya', 'web', 'lolo', 'gagal']"
4323,@pln_123 min saya input token kenapa gagal terus ya? Tolong cek dm,Neutral,"['min', 'input', 'token', 'gagal', 'ya', 'tolong', 'cek', 'dm']"
4324,Anies pemimpin gagal https://t.co/V1ABnwDcwK #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah,Neutral,"['ani', 'pemimpin', 'gagal']"
4325,"@indahwaty_tahir @worksfess @CahyaniWulannu2 @matchaenakbett punya tips ga kak buat ngisi survey, tiap ngisi selalu gagal :(",Neutral,"['tahir', 'tip', 'kak', 'ngisi', 'survey', 'ngisi', 'gagal']"
4326,@anxishele Resolusi tiap tahun ga sihh tp mesti gagal lek aku😭😭,Neutral,"['resolusi', 'sih', 'mesti', 'gagal', 'lek']"
4327,"Tak salah kita nak lulus cemerlang dalam SPM dunia, nak dapat 20A pun tak apa, tapi jangan kita gagal dalam SPM di padang mahsyar nanti.",Neutral,"['salah', 'nak', 'lulu', 'cemerlang', 'spm', 'dunia', 'nak', 'a', 'gagal', 'spm', 'padang', 'mahsyar']"
4328,"Saat ini sudah tahun yang baru
tetap saja hari ini 
Seperti kemarin, tak berubah,
hanya angka kalender saja yg berubah yaitu jadi 2023.
Tp sepertinya kondisi politik ekososbudkumham tidak berubah hanya seperti ini ini saja.",Neutral,"['kemarin', 'berubah', 'angka', 'kalend', 'berubah', 'kondisi', 'politik', 'ekososbudkumham', 'berubah']"
4329,@infoAzzurri Harusnya ada foto Jorginho yang lagi gagal nendang penalty min 😅🤣,Neutral,"['foto', 'jorginho', 'gagal', 'nendang', 'penalti', 'min']"
4330,"Sudah ngedit semalaman sebabyak 59 ktlg, tpi gagal ke uplot. https://t.co/kgbgNhBTXv",Neutral,"['ngedit', 'semalaman', 'sebabyak', 'ktlg', 'gagal', 'uplot']"
4332,"Jika tahun kemarim kamu ngerasa gagal jadi orang sukses, setidaknya kamu telah sukses jadi orang gagal. 💥",Neutral,"['kemarim', 'gagal', 'orang', 'suks', 'suks', 'orang', 'gagal']"
4333,"@muarih26 Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
4334,"@IDGoonerscom Ga sabar main lawan Newcastle, musim lalu karena kalah dari Newcastle ini jadi gagal masuk Champions league.",Neutral,"['sabar', 'main', 'lawan', 'newcastl', 'musim', 'kalah', 'newcastl', 'gagal', 'masuk', 'champion', 'leagu']"
4335,"Jika kamu gagal mendapatkan sesuatu, hanya satu hal yang harus kamu lakukan, coba lagi!",Neutral,"['gagal', 'lakukan', 'coba']"
4336,"@rainightsance Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
4337,"Boyfriend material wooseok, fotonya gak pernah gagal 🥹 https://t.co/brmD9d8yeN",Neutral,"['boyfriend', 'materi', 'wooseok', 'fotonya', 'gagal']"
4339,» Ketika kamu sudah berusaha keras dan gagal dgn menyakitkan. Pelajarannya adalah jangan pernah berusaha,Neutral,"['berusaha', 'kera', 'gagal', 'menyakitkan', 'pelajarannya', 'berusaha']"
4340,@Banurohman2 @Info4_Milanisti dan CDK sebentar lagi akan jadi pembelian yg gagal.,Neutral,"['milanisti', 'cdk', 'sebentar', 'pembelian', 'gagal']"
4341,"@amatbejo_ @biogreen017 Nah ini efek samping modifikasi cuaca itu menimbulkan ketidakseimbangan awan. Bisa jadi menjadi hujan ekstrim di tempat lain atau menjadi kekeringan beberapa bulan ke depan. Pernah ini terjadi di era Soeharto, kan? Ingat pernah. Tempat yang seharusnya memasuki masa panen, gagal.",Neutral,"['efek', 'samp', 'modifikasi', 'cuaca', 'menimbulkan', 'ketidakseimbangan', 'awan', 'hujan', 'ekstrim', 'kekeringan', 'era', 'soeharto', 'memasuki', 'panen', 'gagal']"
4342,"Hasil Lengkap Pertandingan: ManCity Gagal Menang, Arsenal Nyaman di Puncak Klasemen https://t.co/JIMgbLfGEB",Neutral,"['hasil', 'lengkap', 'pertandingan', 'manciti', 'gagal', 'menang', 'arsen', 'nyaman', 'puncak', 'klasemen']"
4343,"@BambangPeha Kalau proporsional terbuka dianggap gagal kenapa alternatifnya kembali ke sistem tertutup? Kenapa tdk justru dicoba jd sistem terbuka sekalian, pilih orang.",Neutral,"['proporsion', 'terbuka', 'dianggap', 'gagal', 'alternatifnya', 'sistem', 'tertutup', 'dicoba', 'sistem', 'terbuka', 'pilih', 'orang']"
4344,mau sok estetik tapi gagal. https://t.co/Pk1UG0vw0O,Neutral,"['sok', 'estetik', 'gagal']"
4345,1 Januari dispatch eamng ga pernah gagal,Neutral,"['januari', 'dispatch', 'eamng', 'gagal']"
4347,AHY MANUSIA GAGAL TIDAK LAYAK JADI PRESIDEN! #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung #DemokratKoruptor #AHYbaukencur https://t.co/SZWJrojng3,Neutral,"['ahi', 'manusia', 'gagal', 'layak', 'presiden']"
4348,DEMOKRAT DAN AHY SI SAMA2 HALU! GAGAL DALAM SEGALA BIDANG #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung #DemokratKoruptor #AHYbaukencur https://t.co/s67uOIRLyG,Neutral,"['demokrat', 'ahi', 'sih', 'halu', 'gagal', 'bidang']"
4349,AHY MANUSIA GAGAL DAN MUNAFIK PENGHANCUR PARTAI #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung #DemokratKoruptor #AHYbaukencur https://t.co/srG02pRSw7,Neutral,"['ahi', 'manusia', 'gagal', 'munafik', 'penghancur', 'partai']"
4350,"Kalau lelah, istirahat bukan berhenti.
Kalau berharap, memulai bukan menunggu.
Kalau gagal, bangkit bukan menyerah.

just follow the flow of life, as long as you don't get carried away to the wrong life

Sampai bertemu di pencapaian yang belum aku capai di tahun-tahun sebelumnya.",Neutral,"['lelah', 'istirahat', 'berhenti', 'berharap', 'menunggu', 'gagal', 'bangkit', 'menyerah', 'just', 'follow', 'the', 'flow', 'of', 'life', 'as', 'long', 'as', 'you', 'dont', 'get', 'carri', 'away', 'the', 'wrong', 'life', 'bertemu', 'pencapaian', 'capai', 'tahuntahun']"
4351,"Sukses berawal dari pikiran, ketika kau berpikir akan sukses, maka kau pasti sukses. Ketika kau berpikir akan gagal, maka kau pasti benar.",Neutral,"['suks', 'pikiran', 'kau', 'berpikir', 'suks', 'kau', 'suks', 'kau', 'berpikir', 'gagal', 'kau']"
4352,AHY DINILAI GAGAL DALAM MEMIMPIN DEMOKRAT! #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung #DemokratKoruptor #AHYbaukencur https://t.co/bsNUwcg6Sd,Neutral,"['ahi', 'dinilai', 'gagal', 'memimpin', 'demokrat']"
4354,"Jgn takut jatuh
Krn yg tdk pernah memanjatlah yg tdk pernah jatuh

Jgn takut gagal
Krn yg tdk pernah gagal hanyalah orang2 yg tdk pernah melangkah

Jgn takut salah
Krn dgn kesalahan yg pertama kita dpt menambah pengetahuan utk mencari jalan yg benar pd langkah kedua

~ Buya Hamka",Neutral,"['takut', 'jatuh', 'memanjatlah', 'jatuh', 'takut', 'gagal', 'gagal', 'orang', 'melangkah', 'takut', 'salah', 'kesalahan', 'menambah', 'pengetahuan', 'mencari', 'jalan', 'langkah', 'buya', 'hamka']"
4356,"🍞 yg mau bikin qris dabis tapi gagal terus, aku bisa bantu yaa https://t.co/uJvqbHcO9p",Positive,"['bikin', 'qri', 'dabi', 'gagal', 'bantu', 'ya']"
4358,"@Ayuna092 Gila cantik banget 🥺💐 
Lukisan ka ay g pernah gagal sih emang indah betul 😵‍💫😻,anw happy new year ka ay :3 💐💐",Positive,"['gila', 'cantik', 'banget', 'lukisan', 'kak', 'ay', 'gagal', 'sih', 'indah', 'anw', 'happi', 'new', 'year', 'kak', 'ay']"
4359,"Suka menolong orang, tapi
Gagal menolong diri sendiri. :/",Neutral,"['suka', 'menolong', 'orang', 'gagal', 'menolong']"
4360,@JNECare cek dm paket sudah 3 hari sejak gagal kirim belum ada pengiriman ulang,Neutral,"['cek', 'dm', 'paket', 'gagal', 'kirim', 'pengiriman', 'ulang']"
4361,"@hmetromy Spore pun nk teruskan hf, jika klh rugilah dia, Malaysia pulak buat silp, klh kpd vetnm.
Kira nasib lah jika menang klhkn spore.
50/50, tp nasib tak seblhi Malaysia.
Jika seri akn gagal.
Nasib......
🤔🤔🤔🤔🤔
Selalunya akn gagal.",Neutral,"['spore', 'nk', 'teruskan', 'hf', 'klh', 'rugilah', 'malaysia', 'silp', 'klh', 'vetnm', 'nasib', 'menang', 'klhkn', 'spore', 'nasib', 'seblhi', 'malaysia', 'seri', 'gagal', 'nasib', 'selalunya', 'gagal']"
4363,Setiap orang bisa gagal namun apakah tiap orang bisa bangkit?,Neutral,"['orang', 'gagal', 'orang', 'bangkit']"
4364,ANIES PEMIMPIN GAGAL TUKANG NGIBUL #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas https://t.co/ufI8ZqWkHc,Neutral,"['ani', 'pemimpin', 'gagal', 'tukang', 'ngibul']"
4365,JAMBI TOLAK ANIES MANUSIA GAGAL #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas https://t.co/Dfz49IkGpl,Neutral,"['jambi', 'tolak', 'ani', 'manusia', 'gagal']"
4366,"@pammpimmpumm Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
4368,@ShopeeID paket aku dari kapan ga nyampe nyampeee!!! tolong dong yaaa shopee ini hubungin call centre kok ga guna juga? udah berapa kali katanya mo di anter ke tempat tujuan tiba tiba gagal😫 https://t.co/LOHBf811Xi,Positive,"['paket', 'nyampee', 'tolong', 'ya', 'shope', 'hubungin', 'call', 'centr', 'kali', 'anter', 'tujuan', 'gagal']"
4370,"Lebih baik mencoba dari pada ngga, yap ituu yang dari dulu selalu ada di diri gua, gpp terlambat gpp kalo gagal, namanya proses hargain dulu, siapa tau nnti bakal dapet bahagianyaaa",Neutral,"['mencoba', 'ya', 'gua', 'apa-apa', 'terlambat', 'apa-apa', 'kalo', 'gagal', 'namanya', 'prose', 'hargain', 'tau', 'bahagianyaaa']"
4372,"@Askrlfess Semakin lo berusaha untuk pengen tau urusan orang apalagi ngurusin apa yang bukan jadi kepentingan lo, semakin keliatan kalau lo yang gagal move on and (sorry to say) emang kebanyakan gabut aja orangnya. 😂",Neutral,"['lo', 'berusaha', 'pengin', 'tau', 'urusan', 'orang', 'mengurusi', 'kepentingan', 'lo', 'lo', 'gagal', 'move', 'on', 'and', 'sorri', 'sayang', 'kebanyakan', 'gabut', 'orangnya']"
4373,"Sepanjang tempoh kuat kuasa skim, tiada aduan diterima berkaitan pelaksanaan SHMMP Krismas 2022 dan hanya satu tindakan undang-undang dikenakan terhadap peniaga kerana gagal menggunakan tanda harga khas merah jambu. https://t.co/17vDjO0xvO",Positive,"['tempoh', 'kuat', 'kuasa', 'skim', 'tiada', 'aduan', 'diterima', 'berkaitan', 'pelaksanaan', 'shmmp', 'krisma', 'tindakan', 'undangundang', 'dikenakan', 'peniaga', 'kerana', 'gagal', 'tanda', 'harga', 'kha', 'merah', 'jambu']"
4374,"Pembaharuan @KtpAnabul 🐈🛠️

✅ Menambahkan panduan ketika hendak mengunggah foto.

Karena ternyata banyak pemotongan latarbelakang yang gagal dan menyebabkan foto tidak sesuai dengan tema. https://t.co/dEBHIzou5G",Positive,"['pembaharuan', 'panduan', 'mengunggah', 'foto', 'pemotongan', 'latarbelakang', 'gagal', 'menyebabkan', 'foto', 'sesuai', 'tema']"
4375,Tidak ada orang gagal yang tidak punya masa depan dan tidak ada orang sukses yang tidak punya masa lalu.,Neutral,"['orang', 'gagal', 'orang', 'suks']"
4376,@ayundareno AHY politikus gagal. Nyapres modal bacot!! #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun,Neutral,"['ahi', 'politiku', 'gagal', 'nyapr', 'modal', 'bacot']"
4377,"Krn 2022 aku gagal nabung utk staycation di Lombok, maka 2023 tdk boleh gagal 🧘🏻‍♀️",Neutral,"['gagal', 'nabung', 'staycat', 'lombok', 'gagal']"
4379,"133-134

2022 cma smpat nnton segini wk. pdhl 2 thun sbelumnya bsa tmbus 200an (ya mgkn krna lbih bnyak di rumah). target tutup thun nnton ulang franchise indiana jones gagal, sempatnya back to the future sja. 2023 bakal bgmn? https://t.co/55yeCkqdrw",Positive,"['smpat', 'menonton', 'segini', 'sbelumnya', 'tmbu', 'an', 'ya', 'rumah', 'target', 'tutup', 'menonton', 'ulang', 'franchis', 'indiana', 'jone', 'gagal', 'sempatnya', 'back', 'the', 'futur']"
4380,"@idextratime udah ga masang bek arsenal grgr yakin pasti kebobolan eh liverpool sama city juga kebobolan, mitrovic segala gagal pen segala-_- https://t.co/7evs67pPPJ",Neutral,"['masang', 'bek', 'arsen', 'gara-gara', 'kebobolan', 'eh', 'liverpool', 'citi', 'kebobolan', 'mitrov', 'gagal', 'pengin']"
4381,@tricollas @Arnotoromo @geloraco Niate mau gagah2an ya ndoro @ganjarpranowo ehhh ketauan. Gagal maning son....,Neutral,"['niat', 'gagahan', 'ya', 'ndoro', 'eh', 'ketahuan', 'gagal', 'mane', 'son']"
4382,Susah memberi penjelasan pada orang yg gagal paham. Jangan-jangan antum bagian dari orang yg seperti apa yg dikatakan BUNI YANI. https://t.co/rJtnNRtt5O https://t.co/LrurJ0ZCqJ,Neutral,"['susah', 'penjelasan', 'orang', 'gagal', 'paham', 'janganjangan', 'antum', 'orang', 'buni', 'yani']"
4383,awali pagimu dgn gagal move on,Neutral,"['awali', 'pagimu', 'gagal', 'move', 'on']"
4384,"@Anonymo29059659 Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
4385,Mau bikin resolusi tp takut gagal,Negative,"['bikin', 'resolusi', 'takut', 'gagal']"
4386,Tidak apa apa Aku gagal menjadi istri setidaknya Aku selalu berusaha menjadi Ibu yang terbaik untuk Putrakecilku🤍 https://t.co/6qq9B2fQYP,Neutral,"['gagal', 'istri', 'berusaha', 'terbaik', 'putrakecilku']"
4387,"@alanahinata ㅤㅤ

Walah ... lama-lama jenuh ya? Untungnya sekarang sudah ngeh, sekarang jangan lupa sayangin diri.
Betul, ndak ingin kecewa kalau targetnya gagal.

Salam kenal, Alana.

ㅤㅤ",Neutral,"['walah', 'lamalama', 'jenuh', 'ya', 'untungnya', 'engah', 'lupa', 'sayangin', 'indak', 'kecewa', 'targetnya', 'gagal', 'salam', 'kenal', 'alana']"
4388,Jangan merendahkan diri sendiri karena satu kegagalan. Jangan tenggelam karena kelemahan. Gagal / Sukses #motivasi #semarang,Neutral,"['merendahkan', 'kegagalan', 'tenggelam', 'kelemahan', 'gagal', 'suks']"
4389,"@AlbahariIlham dibuka atuu yangg tweetnya, aku gatau harus gimana lagi ngehubin kamu nya. aku dritdi mau ngebuat akun ig tp gagal terus 😔😔😔.
semua email yg aku punya udah ngga bisa d pkai lagi krna udh aku pake untuk coba berkali2 😔😔😔😔",Neutral,"['dibuka', 'yangg', 'tweetnya', 'tau', 'ngehubin', 'nya', 'dritdi', 'ngebuat', 'akun', 'ig', 'gagal', 'email', 'pakai', 'pakai', 'coba', 'berkali']"
4390,"@JantunGPiisanG @ganjarpranowo Pak @aniesbaswedan gagal ngurus Semarang nih, banjir tuh!! 😁😂🤣",Neutral,"['gagal', 'menguru', 'semarang', 'nih', 'banjir', 'tuh']"
4391,"Berusaha dengan baik walaupun gagal, jangan menyerah dan tidak mengulangi kesalahan yang sama.

Kalau ada kata kata yang salah mohon dikoreksi!!",Neutral,"['berusaha', 'gagal', 'menyerah', 'mengulangi', 'kesalahan', 'salah', 'mohon', 'dikoreksi']"
4392,"11. Putus Asa
Mudah menyerah dan pabila mengalami kegagalan seolah-olah sudah tidak ada harapan lagi baik untuk masa depannya.
Kegagalan adalah kesuksesan yang tertunda. Orang yang sukses pasti mengalami gagal. Cara mengendalikan :",Neutral,"['putu', 'asa', 'mudah', 'menyerah', 'pabila', 'mengalami', 'kegagalan', 'seolaholah', 'harapan', 'depannya', 'kegagalan', 'kesuksesan', 'tertunda', 'orang', 'suks', 'mengalami', 'gagal', 'mengendalikan']"
4393,Lemah banget baru di chat aja udah gagal move on padahal 2023 udah niat mau ngelupain,Neutral,"['lemah', 'banget', 'chat', 'gagal', 'move', 'on', 'niat', 'ngelupain']"
4394,"seruu wkwkwk gapernah gagal bikin orang salting nih sena, btw happy new year🤟🏻 https://t.co/L2dJDPwkjL",Positive,"['seru', 'wkwkwk', 'gagal', 'bikin', 'orang', 'salt', 'nih', 'sena', 'btw', 'happi', 'new', 'year']"
4395,"Nunggu jam 00:00 untuk pergantian thn baru ❎
Nunggu jam 00:00 untuk flash sale ✅
Tapi tetep gagal dapet adalah passion 💯",Neutral,"['menunggu', 'jam', 'pergantian', 'menunggu', 'jam', 'flash', 'sale', 'gagal', 'passion']"
4396,Rencana liburan gagal gaes ditahun ini semoga bisa dibayar di hari berikutnya,Neutral,"['rencana', 'liburan', 'gagal', 'gae', 'ditahun', 'semoga', 'dibayar']"
4397,@convomfs Hhh cape.. diakhir gagal mulu..,Neutral,"['hhh', 'capek', 'diakhir', 'gagal', 'mulu']"
4398,"@yan_mujiyanto @bachrum_achmadi Pak, saya mau tanya, serius nih asli gagal paham saya. Walikota itu bertanggung jawab pada siapa ya?",Positive,"['mujiyanto', 'achmadi', 'seriu', 'nih', 'asli', 'gagal', 'paham', 'walikota', 'bertanggung', 'ya']"
