,tweet,text_clean,text_preprocessed,sentiment
1265,"@kegblgnunfaedh kota tempat tinggal : ibukota
kota tempat lahir : pltu, pertamina, pantai, terikk",kota tempat tinggal  ibukota kota tempat lahir  pltu pertamina pantai terikk,"['kota', 'tempat', 'tinggal', 'ibukota', 'kota', 'tempat', 'lahir', 'pltu', 'pertamina', 'pantai', 'terik']",Neutral
1266,@lilybukanlili Nanti klo ibukota pindah ke planet namex,nanti klo ibukota pindah ke planet namex,"['nanti', 'kalo', 'ibukota', 'pindah', 'ke', 'planet', 'namex']",Neutral
1267,@Outstandjing Ya krn sbg ibukota provinsi samarinda msh kalah rapi dr balikpapan. wisata jg msh lbh menarik tenggarong.,ya krn sbg ibukota provinsi samarinda msh kalah rapi dr balikpapan wisata jg msh lbh menarik tenggarong,"['ya', 'karena', 'sebagai', 'ibukota', 'provinsi', 'samarinda', 'masih', 'kalah', 'rapi', 'dari', 'balikpapan', 'wisata', 'juga', 'masih', 'lebih', 'menarik', 'tenggarong']",Negative
1268,"@vcracity ㅤ 

Kinda agree tapi di ibukota semuanya ada, bahkan kriminal pun tersebar di seluruh penjuru. Di bagian selatan, mungkin kalau nama jalan disebutkan, kamu tahu. Bagaimana harimu?

 ㅤ",ㅤ   kinda agree tapi di ibukota semuanya ada bahkan kriminal pun tersebar di seluruh penjuru di bagian selatan mungkin kalau nama jalan disebutkan kamu tahu bagaimana harimu   ㅤ,"['ㅤ', 'kinda', 'agre', 'tapi', 'di', 'ibukota', 'semuanya', 'ada', 'bahkan', 'kriminal', 'pun', 'tersebar', 'di', 'seluruh', 'penjuru', 'di', 'bagian', 'selatan', 'mungkin', 'kalau', 'nama', 'jalan', 'disebutkan', 'kamu', 'tahu', 'bagaimana', 'harimu', 'ㅤ']",Negative
1269,@convomf dear jodoh pasti bertemu nanti malam mingguan dan bulanan dan tahunan yang diselenggarakan oleh prei milih dino kemis cek podo kyk gini nih kalo aku udah otw ke pantat besar ibukota Jakarta daerah khusus ibukota Jakarta daerah khusus ibukota Jakarta daerah khusus ibukota Jakarta,dear jodoh pasti bertemu nanti malam mingguan dan bulanan dan tahunan yang diselenggarakan oleh prei milih dino kemis cek podo kyk gini nih kalo aku udah otw ke pantat besar ibukota jakarta daerah khusus ibukota jakarta daerah khusus ibukota jakarta daerah khusus ibukota jakarta,"['dear', 'jodoh', 'pasti', 'bertemu', 'nanti', 'malam', 'mingguan', 'dan', 'bulanan', 'dan', 'tahunan', 'yang', 'diselenggarakan', 'oleh', 'prei', 'memilih', 'dino', 'kemis', 'cek', 'podo', 'kayak', 'begini', 'nih', 'kalo', 'aku', 'sudah', 'otw', 'ke', 'pantat', 'besar', 'ibukota', 'jakarta', 'daerah', 'khusus', 'ibukota', 'jakarta', 'daerah', 'khusus', 'ibukota', 'jakarta', 'daerah', 'khusus', 'ibukota', 'jakarta']",Neutral
1270,"Ke ibukota, kerja dan kontrol.. #rutinitasbaru",ke ibukota kerja dan kontrol,"['ke', 'ibukota', 'kerja', 'dan', 'kontrol']",Neutral
1271,"5 Tempat Wisata Tedekat Dari Ibukota DKI Jakarta Yang Murah Meriah, Nomor 3 Wajib Kalian Kunjungi https://t.co/TEdvSj9kZM",tempat wisata tedekat dari ibukota dki jakarta yang murah meriah nomor  wajib kalian kunjungi,"['tempat', 'wisata', 'tedekat', 'dari', 'ibukota', 'dki', 'jakarta', 'yang', 'murah', 'meriah', 'nomor', 'wajib', 'kalian', 'kunjungi']",Positive
1272,"@ListyoSigitP pak, ngapunten,,Tolong di cek Youtuber yg katanya naik moge, sunmori dan sejenisnya di akun youtubenya..Banyak yg jelas di tengah jalan ibukota geber motor melebihi batas aturan..Sebelum pada mau usul masuk Toll..@TMCPoldaMetro .. Harusnya bukti sudah jelas.. https://t.co/ps3dpkiOAl",pak ngapuntentolong di cek youtuber yg katanya naik moge sunmori dan sejenisnya di akun youtubenyabanyak yg jelas di tengah jalan ibukota geber motor melebihi batas aturansebelum pada mau usul masuk toll  harusnya bukti sudah jelas,"['pak', 'ngapuntentolong', 'di', 'cek', 'youtuber', 'yang', 'katanya', 'naik', 'moge', 'sunmori', 'dan', 'sejenisnya', 'di', 'akun', 'youtubenyabanyak', 'yang', 'jelas', 'di', 'tengah', 'jalan', 'ibukota', 'geber', 'motor', 'melebihi', 'batas', 'aturansebelum', 'pada', 'mau', 'usul', 'masuk', 'tol', 'harusnya', 'bukti', 'sudah', 'jelas']",Neutral
1273,@bebekgorengg_ Wow.. anak ibukota,wow anak ibukota,"['wow', 'anak', 'ibukota']",Negative
1274,@Shandy_UN1TY Nama nya juga tinggal di ibukota ya ky gini deh jd nya,unty nama nya juga tinggal di ibukota ya ky gini deh jd nya,"['unty', 'nama', 'nya', 'juga', 'tinggal', 'di', 'ibukota', 'ya', 'kaya', 'begini', 'deh', 'jadi', 'nya']",Positive
1275,Update data polusi udara dki jakarta ibukota Republik indonesia.. parahh uda pukul 22/ 10 PM aja polusi udara msh juga tinggi pdhal jalanan sepi. Bangsatt betul si polusi udara yg sedang terjadi ya. Dongo2 sih pekerja pemerimtahan kita sprti org cacat mental. Gak peka ama keadaan https://t.co/75alGVyYA5,update data polusi udara dki jakarta ibukota republik indonesia parahh uda pukul   pm aja polusi udara msh juga tinggi pdhal jalanan sepi bangsatt betul si polusi udara yg sedang terjadi ya dongo sih pekerja pemerimtahan kita sprti org cacat mental gak peka ama keadaan,"['update', 'data', 'polusi', 'udara', 'dki', 'jakarta', 'ibukota', 'republik', 'indonesia', 'parah', 'sudah', 'pukul', 'pm', 'saja', 'polusi', 'udara', 'masih', 'juga', 'tinggi', 'padahal', 'jalanan', 'sepi', 'bangsat', 'betul', 'sih', 'polusi', 'udara', 'yang', 'sedang', 'terjadi', 'ya', 'dongo', 'sih', 'pekerja', 'pemerimtahan', 'kita', 'seperti', 'orang', 'cacat', 'mental', 'enggak', 'peka', 'sama', 'keadaan']",Negative
1276,"Ayoo yg pengen nongkrong di tengah Ibukota Jakarta, rekomen nih",ayoo yg pengen nongkrong di tengah ibukota jakarta rekomen nih,"['ayo', 'yang', 'pengin', 'nongkrong', 'di', 'tengah', 'ibukota', 'jakarta', 'rekomen', 'nih']",Negative
1277,"Menunggu TJ sambil mendengar #Nurlela https://t.co/zMiSwYsxQW (@ Halte TransJakarta Karet Sudirman - @pt_transjakarta in Kecamatan Setiabudi, Daerah Khusus Ibukota Jakarta) https://t.co/K9lHfnawTc https://t.co/qZnYFsg6Wq",menunggu tj sambil mendengar    halte transjakarta karet sudirman  transjakarta in kecamatan setiabudi daerah khusus ibukota jakarta,"['menunggu', 'tj', 'sambil', 'mendengar', 'halte', 'transjakarta', 'karet', 'sudirman', 'transjakarta', 'ini', 'kecamatan', 'setiabudi', 'daerah', 'khusus', 'ibukota', 'jakarta']",Negative
1278,miris bgt emang yang jauh dr ibukota😭,miris bgt emang yang jauh dr ibukota😭,"['miris', 'banget', 'memang', 'yang', 'jauh', 'dari', 'ibukota loudlycryingface ']",Negative
1279,"2024 menggantikan Jekardah sebagai ibukota negara.

🤟🤭",menggantikan jekardah sebagai ibukota negara  🤟🤭,"['menggantikan', 'jekardah', 'sebagai', 'ibukota', 'negara', ' love-yougesture  facewithhandovermouth ']",Neutral
1280,@kegblgnunfaedh Ibukota PKS,ibukota pks,"['ibukota', 'pks']",Positive
1281,@OposisiCerdas Sekalian tuh dgb Partai Setan Ibukota 🤪🤪,sekalian tuh dgb partai setan ibukota 🤪🤪,"['sekalian', 'tuh', 'dgb', 'partai', 'setan', 'ibukota', ' zanyface  zanyface ']",Negative
1282,@Uki23 Hahahahahahahahhahahahahaha...masa iya emak2/nenek2 mau tunduk ma ABG/anak muda...hahahahahahahahhaahhah Ganjar itu siapa????? Cuma calon presiden dr PSI...hehehehehhe..lantas PSI itu apa??? Partai sekitar Ibukota...hihihihihihi,hahahahahahahahhahahahahahamasa iya emaknenek mau tunduk ma abganak mudahahahahahahahahhaahhah ganjar itu siapa cuma calon presiden dr psihehehehehhelantas psi itu apa partai sekitar ibukotahihihihihihi,"['hahahahahahahahhahahahahahamasa', 'iya', 'emaknenek', 'mau', 'tunduk', 'sama', 'abganak', 'mudahahahahahahahahhaahhah', 'ganjar', 'itu', 'siapa', 'cuma', 'calon', 'presiden', 'dari', 'psihehehehehhelantas', 'psi', 'itu', 'apa', 'partai', 'sekitar', 'ibukotahihihihihihi']",Negative
1283,@kegblgnunfaedh banyak kuliner di ibukota indonesia,banyak kuliner di ibukota indonesia,"['banyak', 'kuliner', 'di', 'ibukota', 'indonesia']",Neutral
1284,Meninjau Pusat Perbelanjaan Ibukota Presiden Jokowi membeli produk lokal https://t.co/EmWznqLV0A,meninjau pusat perbelanjaan ibukota presiden jokowi membeli produk lokal,"['meninjau', 'pusat', 'perbelanjaan', 'ibukota', 'presiden', 'jokowi', 'membeli', 'produk', 'lokal']",Neutral
1285,Bukti pemerintah dari kepala hingga ke bawahan itu tolol semua. Solusi mereka: pindah ibukota! Lalu kejadian yg sama diulang lagi di kota baru.,bukti pemerintah dari kepala hingga ke bawahan itu tolol semua solusi mereka pindah ibukota lalu kejadian yg sama diulang lagi di kota baru,"['bukti', 'pemerintah', 'dari', 'kepala', 'hingga', 'ke', 'bawahan', 'itu', 'tolol', 'semua', 'solusi', 'mereka', 'pindah', 'ibukota', 'lalu', 'kejadian', 'yang', 'sama', 'diulang', 'lagi', 'di', 'kota', 'baru']",Negative
1286,"@rizky28282819 FOTONYA BEDA TOLOL SAMA DI VIDEO, ITU FOTO MEMBRE IDOL IBUKOTA LU JANGAN GILA DEH",fotonya beda tolol sama di video itu foto membre idol ibukota lu jangan gila deh,"['fotonya', 'beda', 'tolol', 'sama', 'di', 'video', 'itu', 'foto', 'membre', 'idol', 'ibukota', 'lu', 'jangan', 'gila', 'deh']",Negative
1287,"Kalimantan Timur - Dalam rangka mendukung pembangunan ibukota baru, Pemerintah RI menggencarkan pekerjaan pembangunan di Kalimantan Timur. https://t.co/4jUIObUJaJ",kalimantan timur  dalam rangka mendukung pembangunan ibukota baru pemerintah ri menggencarkan pekerjaan pembangunan di kalimantan timur,"['kalimantan', 'timur', 'dalam', 'rangka', 'mendukung', 'pembangunan', 'ibukota', 'baru', 'pemerintah', 'ri', 'menggencarkan', 'pekerjaan', 'pembangunan', 'di', 'kalimantan', 'timur']",Neutral
1288,"@BlueNeo81 Selesai bacanya ai bingung…
LE lumpuh dan dalam bahaya ????
Lumpuh apanya ????
Bahaya apaan ????
Lumpuh karena dana terhentikan ????
Bahaya takut LE buka suara ato mau makar di ibukota ????
Tulisan yang membagongkan😡😤",selesai bacanya ai bingung… le lumpuh dan dalam bahaya  lumpuh apanya  bahaya apaan  lumpuh karena dana terhentikan  bahaya takut le buka suara ato mau makar di ibukota  tulisan yang membagongkan😡😤,"['selesai', 'bacanya', 'ai', 'bingung…', 'boleh', 'lumpuh', 'dan', 'dalam', 'bahaya', 'lumpuh', 'apanya', 'bahaya', 'apaan', 'lumpuh', 'karena', 'dana', 'terhentikan', 'bahaya', 'takut', 'boleh', 'buka', 'suara', 'atau', 'mau', 'makar', 'di', 'ibukota', 'tulisan', 'yang', 'membagongkan poutingface  facewithsteamfromnose ']",Negative
1289,@pujiwidodo219 @Fahrihamzah @partaigeloraid PSI kan partai spesial ibukota?! hehe...,psi kan partai spesial ibukota hehe,"['psi', 'kan', 'partai', 'spesial', 'ibukota', 'hehe']",Negative
1290,"@Strategi_Bisnis 1 ibukota mau pindah 
2 bekasi bukan primadona industrial city lagi, bnyk yg bergeser ke jateng dan jatim 
3 posisi bekasi hny kota satelit sehingga citarasa eksklusivitasnya rendah 

Dengan 3 alasan diatas dipastikan meikarta never gonna happen",bisnis  ibukota mau pindah   bekasi bukan primadona industrial city lagi bnyk yg bergeser ke jateng dan jatim   posisi bekasi hny kota satelit sehingga citarasa eksklusivitasnya rendah   dengan  alasan diatas dipastikan meikarta never gonna happen,"['bisnis', 'ibukota', 'mau', 'pindah', 'bekasi', 'bukan', 'primadona', 'industrial', 'city', 'lagi', 'banyak', 'yang', 'bergeser', 'ke', 'jateng', 'dan', 'jatim', 'posisi', 'bekasi', 'hanya', 'kota', 'satelit', 'sehingga', 'citarasa', 'eksklusivitasnya', 'rendah', 'dengan', 'alasan', 'diatas', 'dipastikan', 'meikarta', 'never', 'gon', 'nya', 'happen']",Neutral
1291,@sabdabersabda baik mbah.. mangkeh nek kulo sampun wangsung saking ibukota.. njenengan bade ngunjuk nopo?,baik mbah mangkeh nek kulo sampun wangsung saking ibukota njenengan bade ngunjuk nopo,"['baik', 'mbah', 'mangkeh', 'nek', 'kulo', 'sampun', 'wangsung', 'saking', 'ibukota', 'njenengan', 'bade', 'ngunjuk', 'nopo']",Positive
1292,"@tanyakanrl ak ska dua2nya, tp entah knp lbih suka vibes mall gtu pdhl aku dr lhir tgl di ibukota provinsi. Kynya krna ak suka keramaian ☺️",ak ska duanya tp entah knp lbih suka vibes mall gtu pdhl aku dr lhir tgl di ibukota provinsi kynya krna ak suka keramaian ☺️,"['aku', 'suka', 'duanya', 'tapi', 'entah', 'kenapa', 'lebih', 'suka', 'vibes', 'mal', 'begitu', 'padahal', 'aku', 'dari', 'lahir', 'tanggal', 'di', 'ibukota', 'provinsi', 'kynya', 'karena', 'aku', 'suka', 'keramaian', ' smilingface ']",Negative
1293,@emerson_yuntho Sy jg dari komunitas BIJAK ( Bajaj Ibukota Jakarta). Berminat usul bisa masuk Tol. Siap layani Penumpang dgn Bajaj Express.,yuntho sy jg dari komunitas bijak  bajaj ibukota jakarta berminat usul bisa masuk tol siap layani penumpang dgn bajaj express,"['yuntho', 'saya', 'juga', 'dari', 'komunitas', 'bijak', 'bajaj', 'ibukota', 'jakarta', 'berminat', 'usul', 'bisa', 'masuk', 'tol', 'siap', 'layani', 'penumpang', 'dengan', 'bajaj', 'expres']",Neutral
1294,"@dinakr929 lah, aku kan hanya membenarkan, betul tidak? Lagipula, aku bukan orang Ibukota Jakarta, lho!",lah aku kan hanya membenarkan betul tidak lagipula aku bukan orang ibukota jakarta lho,"['lah', 'aku', 'kan', 'hanya', 'membenarkan', 'betul', 'tidak', 'lagipula', 'aku', 'bukan', 'orang', 'ibukota', 'jakarta', 'lho']",Negative
1295,"jakarta sebenernya indaj, udah terlalu padat aja ini ibukota jadi sering banyak masalah https://t.co/ONPhUTdO3b",jakarta sebenernya indaj udah terlalu padat aja ini ibukota jadi sering banyak masalah,"['jakarta', 'sebenarnya', 'indaj', 'sudah', 'terlalu', 'padat', 'saja', 'ini', 'ibukota', 'jadi', 'sering', 'banyak', 'masalah']",Negative
1296,"@adriansyahyasin Tapi kita musti mikir menyeluruh juga sih. Jgn terlena dgn fasilitas dan keadaan skrg.

Nyatanya, mungkin setengah wilayah jkt dimulai dari yg paling utara ke bawah, itu bakal kelelep total maupun kelelep musiman.

Sbenernya pindah ibukota keharusan. Tpi jkw cacat Eksekusi nya",tapi kita musti mikir menyeluruh juga sih jgn terlena dgn fasilitas dan keadaan skrg  nyatanya mungkin setengah wilayah jkt dimulai dari yg paling utara ke bawah itu bakal kelelep total maupun kelelep musiman  sbenernya pindah ibukota keharusan tpi jkw cacat eksekusi nya,"['tapi', 'kita', 'musti', 'mikir', 'menyeluruh', 'juga', 'sih', 'jangan', 'terlena', 'dengan', 'fasilitas', 'dan', 'keadaan', 'sekarang', 'nyatanya', 'mungkin', 'setengah', 'wilayah', 'jakarta', 'dimulai', 'dari', 'yang', 'paling', 'utara', 'ke', 'bawah', 'itu', 'bakal', 'kelelep', 'total', 'maupun', 'kelelep', 'musiman', 'sebenarnya', 'pindah', 'ibukota', 'keharusan', 'tapi', 'jkw', 'cacat', 'eksekusi', 'nya']",Negative
1297,"@kombuchapresso @Darkersense Kasian tapi koh, gajinya cuma setara anak magang, emang dikibulin perusahaan sih ini bocil korban kapitalisme 🤣 jadi babu di ibukota kok mau, mending balik ke Solo ae mas https://t.co/8K2D0qkliU",kasian tapi koh gajinya cuma setara anak magang emang dikibulin perusahaan sih ini bocil korban kapitalisme 🤣 jadi babu di ibukota kok mau mending balik ke solo ae mas,"['kasihan', 'tapi', 'koh', 'gajinya', 'cuma', 'setara', 'anak', 'magang', 'memang', 'dikibulin', 'perusahaan', 'sih', 'ini', 'bocil', 'korban', 'kapitalisme', ' rollingonthefloorlaughing ', 'jadi', 'babu', 'di', 'ibukota', 'kok', 'mau', 'mending', 'balik', 'ke', 'solo', 'saja', 'mas']",Negative
1298,"@48timee @EtminAndroid semangat buat shonichi ramunenya sanggar tari ibukota. semoga shownya lancar jaya&amp;bisa memberikan yg terbaik ya. setlist ramune jg salah satu setlist yg kita nanti2 dr dlu loh. jaga kesehatan selalu ya maniez. btw makasi juga buat admin giveawaynya,semoga selalu murah rezeki,amin https://t.co/IsWtdJBabB",semangat buat shonichi ramunenya sanggar tari ibukota semoga shownya lancar jayaampbisa memberikan yg terbaik ya setlist ramune jg salah satu setlist yg kita nanti dr dlu loh jaga kesehatan selalu ya maniez btw makasi juga buat admin giveawaynyasemoga selalu murah rezekiamin,"['semangat', 'buat', 'shonichi', 'ramunenya', 'sanggar', 'tari', 'ibukota', 'semoga', 'shownya', 'lancar', 'jayaampbisa', 'memberikan', 'yang', 'terbaik', 'ya', 'setlist', 'ramune', 'juga', 'salah', 'satu', 'setlist', 'yang', 'kita', 'nanti', 'dari', 'dulu', 'loh', 'jaga', 'kesehatan', 'selalu', 'ya', 'maniez', 'btw', 'terima kasih', 'juga', 'buat', 'admin', 'giveawaynyasemoga', 'selalu', 'murah', 'rezekiamin']",Positive
1299,@immdisini ibukota periangan,ibukota periangan,"['ibukota', 'periangan']",Neutral
1300,@analaovee @fajar17 Mbak² di acara si Gundul lebih cakep daripada artis ibukota,mbak² di acara si gundul lebih cakep daripada artis ibukota,"['mbak²', 'di', 'acara', 'sih', 'gundul', 'lebih', 'cakep', 'daripada', 'artis', 'ibukota']",Negative
1301,ojol ibukota emang jelek bgt service nya 😃,ojol ibukota emang jelek bgt service nya 😃,"['ojol', 'ibukota', 'memang', 'jelek', 'banget', 'service', 'nya', ' grinningfacewithbigeyes ']",Negative
1302,"Kasian nasib Ibukota selama dipimpin Anies, Rusak
https://t.co/C6iW9S4BLA #KagagalanAniesituNyata Kepulauan Riau",kasian nasib ibukota selama dipimpin anies rusak   kepulauan riau,"['kasihan', 'nasib', 'ibukota', 'selama', 'dipimpin', 'anies', 'rusak', 'kepulauan', 'riau']",Negative
1303,"@impuriteas Gapapaaa, biasalah kehidupan karyawan biasa-biasa aja di kantor ibukota yang super aneeeh culturenya",gapapaaa biasalah kehidupan karyawan biasabiasa aja di kantor ibukota yang super aneeeh culturenya,"['gapapa', 'biasalah', 'kehidupan', 'karyawan', 'biasabiasa', 'saja', 'di', 'kantor', 'ibukota', 'yang', 'super', 'aneeeh', 'culturenya']",Negative
1304,"Dengan @myorbitid , jadikan hariku bermakna di pusat ibukota. Terimakasih #Telkomsel. https://t.co/grjPb1vUiF",dengan   jadikan hariku bermakna di pusat ibukota terimakasih,"['dengan', 'jadikan', 'hariku', 'bermakna', 'di', 'pusat', 'ibukota', 'terimakasih']",Positive
1305,Sedih bgt jadi fans udah lah miskin jauhhhhh pula tinggalnya. Masa aku harus jadi budak ibukota 😭😭😭😭,sedih bgt jadi fans udah lah miskin jauhhhhh pula tinggalnya masa aku harus jadi budak ibukota 😭😭😭😭,"['sedih', 'banget', 'jadi', 'fan', 'sudah', 'lah', 'miskin', 'jauh', 'pula', 'tinggalnya', 'masa', 'aku', 'harus', 'jadi', 'budak', 'ibukota', ' loudlycryingface  loudlycryingface  loudlycryingface  loudlycryingface ']",Negative
1306,@tanyakanrl Lima ibukota peru,lima ibukota peru,"['lima', 'ibukota', 'peru']",Neutral
1307,"Jang Seo-Jun adalah seorang dosen yang mengampu mata kuliah seputar tata aturan jurnalistik--Kode Etik Jurnalistik, Metode Penulisan Berita, dan lain-lain. Ia lahir dan besar di ibukota, Seoul. Merupakan satu-satunya anak dari pasangan Jang.",jang seojun adalah seorang dosen yang mengampu mata kuliah seputar tata aturan jurnalistikkode etik jurnalistik metode penulisan berita dan lainlain ia lahir dan besar di ibukota seoul merupakan satusatunya anak dari pasangan jang,"['jang', 'seojun', 'adalah', 'seorang', 'dosen', 'yang', 'mengampu', 'mata', 'kuliah', 'seputar', 'tata', 'aturan', 'jurnalistikkode', 'etik', 'jurnalistik', 'metode', 'penulisan', 'berita', 'dan', 'lainlain', 'ia', 'lahir', 'dan', 'besar', 'di', 'ibukota', 'seoul', 'merupakan', 'satusatunya', 'anak', 'dari', 'pasangan', 'jang']",Neutral
1308,@atieruoma padahal bekasi adalah calon ibukota kita 😔☝🏼,padahal bekasi adalah calon ibukota kita 😔☝🏼,"['padahal', 'bekasi', 'adalah', 'calon', 'ibukota', 'kita', ' pensiveface  indexpointingupmedium-lightskintone ']",Neutral
1309,"@rlqodri @veroaktivis @novykayra @BBCIndonesia Betul, barat lebih maju, hampir smw aspek adopsi dr sana. Nah dr cara berfikir itu makanya muncul pemikiran ibukota pindah. Indonesia belajar makanya bisa berfikir..kl lo ga sekolah y wajar kl masih nyembah barat",betul barat lebih maju hampir smw aspek adopsi dr sana nah dr cara berfikir itu makanya muncul pemikiran ibukota pindah indonesia belajar makanya bisa berfikirkl lo ga sekolah y wajar kl masih nyembah barat,"['betul', 'barat', 'lebih', 'maju', 'hampir', 'semua', 'aspek', 'adopsi', 'dari', 'sana', 'nah', 'dari', 'cara', 'berpikir', 'itu', 'makanya', 'muncul', 'pemikiran', 'ibukota', 'pindah', 'indonesia', 'belajar', 'makanya', 'bisa', 'berfikirkl', 'lo', 'enggak', 'sekolah', 'ya', 'wajar', 'kalo', 'masih', 'nyembah', 'barat']",Negative
1310,@NovanRora no fun ibukota kak icy @riscyshit,no fun ibukota kak icy,"['no', 'fun', 'ibukota', 'kak', 'icy']",Neutral
1311,"KM 0 Ibukota NKRI di simpang susun Cawang, apakah nanti KM 0 si IKN jadi fly-over juga nantinya 🤣",km  ibukota nkri di simpang susun cawang apakah nanti km  si ikn jadi flyover juga nantinya 🤣,"['kamu', 'ibukota', 'nkri', 'di', 'simpang', 'susun', 'cawang', 'apakah', 'nanti', 'kamu', 'sih', 'ikn', 'jadi', 'flyover', 'juga', 'nantinya', ' rollingonthefloorlaughing ']",Negative
1312,Hidup di ibukota rang orangnya pada darah tinggian semua. semoga gak nular ya nak ke kalian,hidup di ibukota rang orangnya pada darah tinggian semua semoga gak nular ya nak ke kalian,"['hidup', 'di', 'ibukota', 'rang', 'orangnya', 'pada', 'darah', 'tinggian', 'semua', 'semoga', 'enggak', 'nular', 'ya', 'nak', 'ke', 'kalian']",Negative
1313,@Gorengann2 Ke ibukota yey,ke ibukota yey,"['ke', 'ibukota', 'yey']",Neutral
1314,@adriansyahyasin @ITJ_MRTJ Blok M Plaza jadi keren si ide tempat jajannya banyaaak cocok buat kaum2 urban yg laperan dalan menghadapi kerasnya jalanan ibukota 😁,mrtj blok m plaza jadi keren si ide tempat jajannya banyaaak cocok buat kaum urban yg laperan dalan menghadapi kerasnya jalanan ibukota 😁,"['mrtj', 'blok', 'sama', 'plaza', 'jadi', 'keren', 'sih', 'ide', 'tempat', 'jajannya', 'banyaaak', 'cocok', 'buat', 'kaum', 'urban', 'yang', 'laperan', 'dalan', 'menghadapi', 'kerasnya', 'jalanan', 'ibukota', ' beamingfacewithsmilingeyes ']",Positive
1315,@pineatravis ibukota Pariaman,ibukota pariaman,"['ibukota', 'pariaman']",Neutral
1316,gajelas sumpa MAU PULAAAAANG friday night aq mau pulcep nonton dan makan enak malah terhalang lalu lintas ibukota 👎🏻,gajelas sumpa mau pulaaaaang friday night aq mau pulcep nonton dan makan enak malah terhalang lalu lintas ibukota 👎🏻,"['enggak jelas', 'sumpa', 'mau', 'pulaaaaang', 'friday', 'night', 'aku', 'mau', 'pulcep', 'menonton', 'dan', 'makan', 'enak', 'malah', 'terhalang', 'lalu', 'lintas', 'ibukota', ' thumbsdownlightskintone ']",Negative
1317,Iya pada akhirnya ibukota negara Indonesia (Jakarta) yg membuatku terus kembali kesana. Pdhal sempat memancing semesta dgn punya 1 sepeda motor di Yogyakarta dan 1 sepeda motor di Bandung tetapi tetap sj takdirnya hrs kembali ke ibukota. Heran jg tp inilah takdir dari Allah ☺️🤲🏻,iya pada akhirnya ibukota negara indonesia jakarta yg membuatku terus kembali kesana pdhal sempat memancing semesta dgn punya  sepeda motor di yogyakarta dan  sepeda motor di bandung tetapi tetap sj takdirnya hrs kembali ke ibukota heran jg tp inilah takdir dari allah ☺️🤲🏻,"['iya', 'pada', 'akhirnya', 'ibukota', 'negara', 'indonesia', 'jakarta', 'yang', 'membuatku', 'terus', 'kembali', 'kesana', 'padahal', 'sempat', 'memancing', 'semesta', 'dengan', 'punya', 'sepeda', 'motor', 'di', 'yogyakarta', 'dan', 'sepeda', 'motor', 'di', 'bandung', 'tetapi', 'tetap', 'saja', 'takdirnya', 'harus', 'kembali', 'ke', 'ibukota', 'heran', 'juga', 'tapi', 'inilah', 'takdir', 'dari', 'allah', ' smilingface  palmsuptogetherlightskintone ']",Neutral
1318,Membenci kemacetan padahal tinggal di ibukota :'),membenci kemacetan padahal tinggal di ibukota,"['membenci', 'kemacetan', 'padahal', 'tinggal', 'di', 'ibukota']",Negative
1319,"Andai saja dulu meneruskan program GIANT SEA WALL, saya qcungin jempol dan setuju kalo ibukota tidak perlu pindah.",andai saja dulu meneruskan program giant sea wall saya qcungin jempol dan setuju kalo ibukota tidak perlu pindah,"['andai', 'saja', 'dulu', 'meneruskan', 'program', 'giant', 'sea', 'wal', 'saya', 'qcungin', 'jempol', 'dan', 'setuju', 'kalo', 'ibukota', 'tidak', 'perlu', 'pindah']",Negative
1320,"Menikmati kembali Jogja pada Januari 1946, terasa seperti ibukota pindahan. 

Macetnya.",menikmati kembali jogja pada januari  terasa seperti ibukota pindahan   macetnya,"['menikmati', 'kembali', 'jogja', 'pada', 'januari', 'terasa', 'seperti', 'ibukota', 'pindahan', 'macetnya']",Neutral
1321,"@mbahGandalf Anis BaswEDAN Pasti tidak setuju pemindahan ibukota.
IKN kebutuhan masa depan.
Tetap di Jakarta, kepentingan oligarki yang udah terlanjur investasi di Jakarta Bagian Perluasan Daratan. 🤭🤭🤭
Pak SyahwatPolitik terlanjur investasi property besar²an.",anis baswedan pasti tidak setuju pemindahan ibukota ikn kebutuhan masa depan tetap di jakarta kepentingan oligarki yang udah terlanjur investasi di jakarta bagian perluasan daratan 🤭🤭🤭 pak syahwatpolitik terlanjur investasi property besar²an,"['anis', 'baswedan', 'pasti', 'tidak', 'setuju', 'pemindahan', 'ibukota', 'ikn', 'kebutuhan', 'masa', 'depan', 'tetap', 'di', 'jakarta', 'kepentingan', 'oligarki', 'yang', 'sudah', 'terlanjur', 'investasi', 'di', 'jakarta', 'bagian', 'perluasan', 'daratan', ' facewithhandovermouth  facewithhandovermouth  facewithhandovermouth ', 'pak', 'syahwatpolitik', 'terlanjur', 'investasi', 'property', 'besar²an']",Negative
1322,"•Sebagai pusat pemerintahan (political capital). Contoh: Brasilia (ibukota Brasil), Washington DC (ibukota Amerika Serikat), Canberra (ibukota Australia)",sebagai pusat pemerintahan political capital contoh brasilia ibukota brasil washington dc ibukota amerika serikat canberra ibukota australia,"['sebagai', 'pusat', 'pemerintahan', 'political', 'capital', 'contoh', 'brasilia', 'ibukota', 'brasil', 'washington', 'dc', 'ibukota', 'amerika', 'serikat', 'canberra', 'ibukota', 'australia']",Neutral
